"","EVENT_ID","STATE","MONTH_NAME","EVENT_TYPE","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"48021",258273,"NEW YORK","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"48026",233543,"ARKANSAS","July","Heat",0,0,1,0,"0.00K","0.00K"
"48032",251107,"GEORGIA","July","Heat",0,0,1,0,"0.00K","0.00K"
"48216",250113,"TENNESSEE","July","Heat",0,0,1,0,"0.00K","0.00K"
"48217",250149,"MISSISSIPPI","July","Heat",0,0,1,0,"0.00K","0.00K"
"48300",252705,"NORTH CAROLINA","July","Strong Wind",0,0,0,2,"0.00K","0.00K"
"48314",208054,"WYOMING","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"48429",211712,"INDIANA","January","Winter Storm",0,12,0,1,"30.00K",""
"48433",213490,"INDIANA","January","Winter Weather",0,0,0,1,"30.00K",""
"48526",218282,"KENTUCKY","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"48579",208235,"NEBRASKA","February","Winter Weather",0,0,0,1,"",""
"48658",209683,"ALABAMA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"48676",213556,"NORTH CAROLINA","January","Strong Wind",0,0,1,0,"10.00K","0.00K"
"48770",213636,"ILLINOIS","January","Cold/Wind Chill",0,0,3,0,"0.00K","0.00K"
"48771",204607,"ILLINOIS","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"48773",209689,"ALABAMA","January","Winter Weather",0,0,0,1,"","0.00K"
"48890",211316,"NEW MEXICO","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"48981",204129,"NEW MEXICO","January","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"49049",213700,"MISSISSIPPI","January","Cold/Wind Chill",0,0,1,0,"3.00M","0.00K"
"49084",212908,"MONTANA","January","Avalanche",0,0,0,1,"0.00K","0.00K"
"49104",219097,"COLORADO","January","Avalanche",0,0,1,0,"0.00K","0.00K"
"49223",206843,"KENTUCKY","January","Winter Weather",0,0,0,1,"","0.00K"
"49302",208252,"NEBRASKA","February","Winter Weather",0,0,0,1,"",""
"49374",208256,"NEBRASKA","February","Winter Weather",0,0,0,2,"",""
"49523",211467,"NEW MEXICO","February","Winter Weather",0,0,0,1,"0.00K","0.00K"
"49698",211818,"GEORGIA","January","Winter Weather",0,7,0,1,"0.00K","0.00K"
"49720",203360,"KENTUCKY","January","Cold/Wind Chill",0,0,0,1,"0.00K","0.00K"
"49738",205222,"WYOMING","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"49748",211827,"GEORGIA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"49837",216577,"CALIFORNIA","February","Rip Current",0,0,1,0,"0.00K","0.00K"
"49947",213701,"MISSISSIPPI","January","Cold/Wind Chill",0,0,2,0,"900.00K","0.00K"
"50065",216130,"KANSAS","February","Winter Storm",0,1,0,1,"",""
"50069",212815,"PENNSYLVANIA","February","Winter Storm",0,0,0,2,"2.50M","0.00K"
"50104",215883,"ILLINOIS","February","Winter Weather",0,1,0,1,"0.00K","0.00K"
"50105",215884,"ILLINOIS","February","Winter Weather",0,3,0,1,"0.00K","0.00K"
"50141",215885,"ILLINOIS","February","Winter Weather",0,1,0,2,"0.00K","0.00K"
"50341",209886,"HAWAII WATERS","February","Marine Strong Wind",0,0,1,0,"0.00K","0.00K"
"50387",205975,"OREGON","February","High Wind",0,0,1,0,"0.00K","0.00K"
"50423",211810,"GEORGIA","January","Winter Weather",0,12,0,1,"0.00K","0.00K"
"50534",214919,"TEXAS","February","Heavy Snow",0,0,0,1,"250.00K","0.00K"
"50815",218499,"PUERTO RICO","February","High Surf",0,0,1,0,"0.00K","0.00K"
"50816",217541,"WISCONSIN","February","Winter Storm",0,0,0,1,"0.00K","0.00K"
"50855",212869,"NEW JERSEY","February","Winter Storm",0,0,1,0,"0.00K","0.00K"
"50896",212785,"DELAWARE","February","Winter Storm",0,0,1,0,"1.50M","0.00K"
"50898",212787,"DELAWARE","February","Winter Storm",0,4,1,0,"3.00M","0.00K"
"50913",212446,"INDIANA","February","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"50999",213976,"ALABAMA","February","Heavy Snow",0,1,0,2,"0.00K","0.00K"
"51025",205842,"NEW MEXICO","February","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"51095",214782,"TEXAS","February","Winter Weather",0,0,0,1,"0.00K","0.00K"
"51208",212438,"ILLINOIS","February","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"51262",214575,"TEXAS","February","Heavy Snow",0,0,0,1,"1.00M","0.00K"
"51383",214672,"PENNSYLVANIA","February","Winter Weather",0,0,0,2,"0.00K","0.00K"
"51459",212884,"NEW JERSEY","February","Winter Storm",0,0,1,0,"0.00K","0.00K"
"51559",206035,"NEW MEXICO","February","Winter Weather",0,3,0,1,"0.00K","0.00K"
"52131",215979,"VIRGINIA","February","Winter Storm",0,0,0,2,"","0.00K"
"52142",225435,"WISCONSIN","April","Winter Weather",0,8,0,2,"",""
"52263",211648,"TEXAS","February","Winter Weather",0,1,0,1,"50.00K","0.00K"
"52380",217745,"NEW YORK","February","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"52430",205568,"INDIANA","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"52442",216805,"GEORGIA","February","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"52488",214876,"ALABAMA","February","Winter Weather",0,2,0,1,"","0.00K"
"52661",214680,"NEVADA","April","Winter Weather",0,0,0,1,"","0.00K"
"52696",225233,"GUAM","April","Rip Current",0,0,2,0,"0.00K","0.00K"
"52699",247948,"NORTH CAROLINA","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"52700",247949,"NORTH CAROLINA","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"52998",225857,"UTAH","April","Avalanche",0,0,1,0,"0.00K","0.00K"
"53138",218494,"WISCONSIN","April","Wildfire",2,0,1,0,"0.00K","0.00K"
"53201",219644,"COLORADO","February","Avalanche",1,0,1,0,"0.00K","0.00K"
"53248",216118,"NORTH CAROLINA","February","Winter Storm",0,0,0,1,"200.00K","0.00K"
"53250",216129,"NORTH CAROLINA","February","Winter Storm",0,0,0,1,"200.00K","0.00K"
"53357",222173,"FLORIDA","April","Rip Current",0,0,1,0,"0.00K","0.00K"
"53623",222162,"WASHINGTON","April","Strong Wind",0,1,0,3,"0.00K","0.00K"
"53856",219745,"COLORADO","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"53910",242571,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"53913",242581,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"53914",243985,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"53945",250391,"PENNSYLVANIA","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"53990",242572,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"54073",243724,"TENNESSEE","June","Heat",0,0,5,0,"0.00K","0.00K"
"54074",243726,"TENNESSEE","June","Heat",0,0,1,0,"0.00K","0.00K"
"54091",250647,"NEVADA","August","Heat",0,0,2,0,"0.00K","0.00K"
"54092",250648,"NEVADA","August","Heat",0,0,1,0,"0.00K","0.00K"
"54252",249621,"TEXAS","July","Rip Current",0,0,1,0,"0.00K","0.00K"
"54267",249879,"MICHIGAN","July","Heat",0,0,1,0,"0.00K","0.00K"
"54309",243866,"TENNESSEE","June","Heat",0,0,1,0,"0.00K","0.00K"
"54323",249818,"TEXAS","July","Rip Current",0,0,1,0,"0.00K","0.00K"
"54324",250644,"NEVADA","July","Heat",0,0,6,0,"0.00K","0.00K"
"54332",249882,"MICHIGAN","July","Heat",0,0,1,0,"0.00K","0.00K"
"54335",250394,"PENNSYLVANIA","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"54366",218778,"NEW HAMPSHIRE","March","Strong Wind",2,0,1,0,"10.00K","0.00K"
"54374",243695,"TENNESSEE","June","Heat",0,1,0,1,"0.00K","0.00K"
"54555",224669,"TEXAS","April","Heat",0,0,0,1,"0.00K","0.00K"
"54886",254919,"FLORIDA","August","Rip Current",2,0,2,0,"0.00K","0.00K"
"55044",238346,"NEVADA","July","Excessive Heat",0,0,6,0,"0.00K","0.00K"
"55045",250643,"NEVADA","July","Heat",0,0,1,0,"0.00K","0.00K"
"55138",219973,"IDAHO","March","Avalanche",0,0,2,0,"0.00K","0.00K"
"55245",217057,"CONNECTICUT","March","High Wind",0,0,2,0,"1.00M","0.00K"
"55270",221865,"WISCONSIN","March","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"55294",268353,"WASHINGTON","November","Winter Weather",0,2,0,1,"0.00K","0.00K"
"55354",268565,"SOUTH DAKOTA","November","Heavy Snow",0,2,0,1,"","0.00K"
"55418",268594,"SOUTH DAKOTA","November","Winter Weather",0,1,0,1,"","0.00K"
"55445",217069,"NEW YORK","March","High Wind",0,0,1,0,"100.00K","0.00K"
"55446",216243,"OKLAHOMA","March","Winter Storm",0,0,0,1,"0.00K","0.00K"
"55522",220150,"COLORADO","March","Avalanche",0,0,1,0,"0.50K","0.00K"
"55629",267276,"UTAH","November","Avalanche",0,0,1,0,"0.00K","0.00K"
"55760",221206,"FLORIDA","March","Rip Current",1,0,1,0,"0.00K","0.00K"
"55783",266374,"FLORIDA","November","Rip Current",0,0,1,0,"0.00K","0.00K"
"55799",222686,"COLORADO","March","Avalanche",0,0,1,0,"0.00K","0.00K"
"55815",221616,"VIRGIN ISLANDS","March","High Surf",0,0,2,0,"0.00K","0.00K"
"55837",219748,"NEW YORK","March","Heavy Snow",1,0,1,0,"0.00K","0.00K"
"55961",211312,"NEW MEXICO","March","Winter Weather",0,0,0,1,"0.00K","0.00K"
"56128",212587,"ARKANSAS","March","Strong Wind",0,0,1,0,"0.00K","0.00K"
"56223",217049,"NEW YORK","March","High Wind",0,0,1,0,"50.00K","0.00K"
"56539",268905,"WASHINGTON","November","Winter Weather",0,12,0,1,"0.00K","0.00K"
"56540",268908,"WASHINGTON","November","Winter Weather",0,0,0,1,"0.00K","0.00K"
"56694",266377,"FLORIDA","November","Rip Current",2,0,1,0,"0.00K","0.00K"
"56697",272203,"NORTH CAROLINA","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"56698",272204,"NORTH CAROLINA","December","Winter Weather",0,0,1,0,"0.00K","0.00K"
"56809",274007,"OREGON","December","Winter Weather",1,10,1,0,"0.00K","0.00K"
"56817",269078,"CALIFORNIA","November","Winter Storm",0,0,0,1,"","0.00K"
"56997",222685,"COLORADO","March","Avalanche",0,0,2,0,"0.00K","0.00K"
"57110",268929,"COLORADO","November","Avalanche",0,0,1,0,"0.00K","0.00K"
"57186",265727,"WISCONSIN","November","Heavy Snow",0,0,0,2,"0.00K","0.00K"
"57214",267294,"NEBRASKA","November","Winter Weather",0,0,0,4,"100.00K","0.00K"
"57253",264226,"MONTANA","November","Winter Weather",0,0,0,1,"0.00K","0.00K"
"57315",218469,"TEXAS","March","Winter Weather",0,5,0,2,"80.00K","0.00K"
"57497",271971,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57498",271972,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57499",271973,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57500",271976,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57579",271977,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57580",271979,"NORTH CAROLINA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"57842",297970,"WASHINGTON","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"57893",272206,"NORTH CAROLINA","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"58041",263413,"WASHINGTON","November","Heavy Snow",0,0,0,2,"",""
"58473",268380,"NEW MEXICO","November","Extreme Cold/Wind Chill",0,0,0,1,"0.00K","0.00K"
"58617",268511,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58653",267268,"ILLINOIS","December","Blizzard",0,0,0,1,"0.00K","0.00K"
"58816",272866,"MONTANA","December","Avalanche",1,0,1,0,"0.00K","0.00K"
"58999",270813,"ILLINOIS","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"59113",267257,"ILLINOIS","December","Blizzard",0,0,0,1,"0.00K","0.00K"
"59400",266131,"NORTH CAROLINA","December","Winter Weather",0,0,1,0,"0.00K","0.00K"
"59490",268509,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"59933",267301,"NEBRASKA","December","Winter Weather",0,0,0,2,"0.00K","0.00K"
"59956",269603,"INDIANA","December","Winter Weather",0,3,0,1,"20.00K","0.00K"
"59957",274485,"TENNESSEE","December","Extreme Cold/Wind Chill",0,0,1,0,"",""
"59958",272448,"TENNESSEE","December","Heavy Snow",0,0,0,1,"",""
"59959",268697,"MINNESOTA","December","Dense Fog",0,0,0,1,"10.00K","0.00K"
"60108",266726,"ILLINOIS","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60121",270591,"KANSAS","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60122",270592,"KANSAS","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60162",273594,"MISSISSIPPI","December","Winter Weather",0,14,0,1,"0.00K","0.00K"
"60241",273595,"MISSISSIPPI","December","Winter Weather",0,2,0,2,"0.00K","0.00K"
"60291",271827,"MARYLAND","December","Winter Weather",0,0,1,0,"0.00K","0.00K"
"60335",268992,"ILLINOIS","December","Winter Weather",0,3,0,1,"0.00K","0.00K"
"60418",266881,"WISCONSIN","December","Winter Storm",0,0,1,0,"",""
"60501",273726,"SOUTH CAROLINA","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"60625",267280,"ILLINOIS","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60713",264416,"MINNESOTA","December","Blizzard",0,0,1,0,"0.00K","0.00K"
"60717",266523,"NEW MEXICO","December","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"60786",274041,"NEW YORK","December","Blizzard",0,1,0,1,"0.00K","0.00K"
"60947",268075,"WISCONSIN","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"60975",271922,"NORTH CAROLINA","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"60976",271878,"NORTH CAROLINA","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"61107",264444,"WISCONSIN","December","Winter Storm",0,0,1,1,"200.00K","0.00K"
"61194",274177,"TENNESSEE","December","Cold/Wind Chill",0,0,0,1,"0.00K","0.00K"
"61348",273434,"INDIANA","December","Winter Weather",0,0,0,1,"",""
"61443",265556,"NEW MEXICO","December","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"61580",274655,"KANSAS","December","Winter Weather",0,6,0,1,"20.00K","0.00K"
"61688",275515,"WISCONSIN","December","Blizzard",0,2,0,1,"",""
"61692",275571,"WISCONSIN","December","Winter Weather",0,3,0,1,"",""
"61746",267343,"ILLINOIS","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"61802",267354,"ILLINOIS","December","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"61899",274657,"NEW JERSEY","December","High Wind",0,0,1,0,"20.00K","0.00K"
"61974",276534,"ALABAMA","December","Winter Weather",0,1,0,2,"0.00K","0.00K"
"61984",264430,"MINNESOTA","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"62096",264432,"MINNESOTA","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"62152",272848,"TENNESSEE","December","Winter Weather",0,0,0,1,"",""
"62331",268503,"ILLINOIS","December","Cold/Wind Chill",0,0,3,0,"0.00K","0.00K"
"62332",268512,"ILLINOIS","December","Cold/Wind Chill",0,0,2,0,"0.00K","0.00K"
"62336",265075,"OREGON","December","Strong Wind",0,0,1,0,"20.00K","0.00K"
"62348",312533,"FLORIDA","December","Wildfire",0,0,1,0,"0.00K","0.00K"
"62407",275777,"CALIFORNIA","December","Strong Wind",0,0,1,0,"30.00K","0.00K"
"62517",266125,"NORTH CAROLINA","December","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"62577",268552,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"62578",277955,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"62686",276532,"ALABAMA","December","Winter Weather",0,1,0,1,"0.00K","0.00K"
"62759",251416,"VIRGINIA","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
